date,fat,weight
2016-04-09,19.232999801635742,180.2
2016-04-10,19.357999801635742,179.8
2016-04-11,18.898000717163086,181
2016-04-12,19.231000900268555,182.9
2016-04-13,20.2189998626709,183.3
2016-04-14,20.527999877929688,181
2016-04-15,21.492000579833984,181.7
2016-04-16,21.628999710083008,177
2016-04-17,20.981000900268555,178
2016-04-18,19.773000717163086,179.7
2016-04-19,19.118000030517578,181.5
2016-04-20,20.04800033569336,177.9
2016-04-21,20.18199920654297,179.2
2016-04-22,19.722000122070312,181.4
2016-04-23,20.448999404907227,180.6
2016-04-24,20.25200080871582,183.1
2016-04-25,20.576000213623047,179.8
2016-04-26,20.663999557495117,179.1
2016-04-27,20.256000518798828,178.3
2016-04-28,20.750999450683594,178.8
2016-04-29,20.910999298095703,175
2016-04-30,20.965999603271484,175.6
2016-04-30,20.965999603271484,175.6
2016-05-01,20.55500030517578,178.3
2016-05-02,19.599000930786133,177.6
2016-05-03,19.687999725341797,174.6
2016-05-04,18.94099998474121,176.7
2016-05-05,18.673999786376953,177.6
2016-05-06,18.82200050354004,176
2016-05-07,19.049999237060547,174.6
2016-05-08,18.857999801635742,176
2016-05-09,18.33099937438965,177.1
2016-05-10,18.44099998474121,177.1
2016-05-11,18.16200065612793,176.3
2016-05-12,18.184999465942383,175.7
2016-05-13,19.381999969482422,174.6
2016-05-14,19.499000549316406,173.5
2016-05-15,18.57200050354004,174.9
2016-05-16,21.826000213623047,172.6
2016-05-17,19.267000198364258,173.7
2016-05-18,19.163000106811523,176.2
2016-05-19,19.25,177.5
2016-05-20,19.41699981689453,177.8
2016-05-21,19.368000030517578,177.3
2016-05-22,19.375999450683594,176.8
2016-05-23,17.670000076293945,176.6
2016-05-24,18.76799964904785,175.2
2016-05-25,18.799999237060547,174.2
2016-05-26,18.149999618530273,175.9
2016-05-27,17.860000610351562,174.2
2016-06-01,17.15399932861328,175
2016-06-02,16.85099983215332,176.1
2016-06-04,17.915000915527344,179.6
2016-06-05,17.69499969482422,175.3
2016-06-06,17.92300033569336,174.4
2016-06-07,17.774999618530273,175.3
2016-06-08,17.611000061035156,174
2016-06-09,17.684999465942383,174.8
2016-06-10,17.82200050354004,173.6
2016-06-11,17.801000595092773,173.5
2016-06-12,18.2189998626709,174.3
2016-06-13,19.086000442504883,174.5
2016-06-14,18.861000061035156,173
2016-06-15,18.986000061035156,172.7
2016-06-16,18.812000274658203,174.1
2016-06-17,18.469999313354492,172
2016-06-18,19.74799919128418,173.2
2016-06-19,19.65399932861328,173.7
2016-06-20,18.902000427246094,174.9
2016-06-21,18.913999557495117,178.1
2016-06-22,19.11400032043457,177.5
2016-06-22,19.31399917602539,176.4
2016-06-23,19.246999740600586,177.8
2016-06-23,19.086000442504883,176
2016-06-24,19.023000717163086,176.6
2016-06-25,19.06100082397461,175.7
2016-06-25,18.881999969482422,174.8
2016-06-29,18.440000534057617,174.8
2016-06-29,18.440000534057617,174.8
2016-06-30,18.292999267578125,174.8
2016-07-01,18.243000030517578,174.8
2016-07-02,18.277000427246094,173.9
2016-07-02,18.233999252319336,173.1
2016-07-03,18.285999298095703,176.1
2016-07-04,18.711000442504883,175.5
2016-07-04,18.98900032043457,175.2
2016-07-05,19.05699920654297,176.5
2016-07-05,19.034000396728516,175.8
2016-07-05,18.715999603271484,176.2
2016-07-06,18.91200065612793,177.6
2016-07-06,19.167999267578125,177
2016-07-07,19.167999267578125,177.8
2016-07-08,19.18400001525879,177.3
2016-07-09,0,178.4
2016-07-10,19.19700050354004,174.2
2016-07-11,20.07699966430664,175.6
2016-07-12,19.729000091552734,176.1
2016-07-14,18.58799934387207,176.1
2016-07-15,18.899999618530273,176.7
2016-07-16,19.01799964904785,176.7
2016-07-17,19.176000595092773,175.4
2016-07-18,19.17300033569336,180.4
2016-07-19,19.913999557495117,179.6
2016-07-22,19.238000869750977,186.9
2016-07-23,19.15999984741211,185.8
2016-07-24,20.579999923706055,183.4
2016-07-25,20.61400032043457,183
2016-07-26,20.288000106811523,183
2016-07-27,20.42799949645996,182.2
2016-07-28,20.072999954223633,183.5
2016-07-29,20.152000427246094,183.5
2016-07-29,20.152000427246094,183.5
2016-07-30,20.22800064086914,183.1
2016-07-31,20.10099983215332,185.1
2016-08-01,20.176000595092773,184.5
2016-08-02,20.20599937438965,180.9
2016-08-02,19.999000549316406,180.5
2016-08-03,19.96299934387207,183.2
2016-08-04,19.841999053955078,183.2
2016-08-05,19.847999572753906,181.8
2016-08-06,19.81399917602539,182.4
2016-08-08,19.719999313354492,185.5
2016-08-09,19.63800048828125,185.5
2016-08-10,19.69099998474121,185.5
2016-08-11,19.44099998474121,184
2016-08-12,19.20199966430664,187.9
2016-08-13,19.09000015258789,186.9
2016-08-14,19.729999542236328,187.2
2016-08-17,19.990999221801758,186
2016-08-20,20.108999252319336,186.1
2016-08-21,20.42099952697754,188.2
2016-08-22,20.47100067138672,190.2
2016-08-23,20.79599952697754,188.7
2016-08-24,20.965999603271484,188.7
2016-08-25,21.249000549316406,188
2016-08-26,21.305999755859375,188.4
2016-08-27,21.33300018310547,190.3
2016-08-28,21.172000885009766,192.4
2016-08-28,21.172000885009766,192.4
2016-08-29,21.4950008392334,193
2016-08-31,21.70800018310547,194.7
2016-08-31,21.808000564575195,194.2
2016-09-01,22.124000549316406,190
2016-09-02,22.54800033569336,193.1
2016-09-03,22.297000885009766,190.6
2016-09-04,22.736000061035156,190.8
2016-09-04,22.663999557495117,190.1
2016-09-05,22.70199966430664,190.4
2016-09-06,22.843000411987305,191.9
2016-09-07,22.725000381469727,193.6
2016-09-08,22.554000854492188,191.5
2016-09-09,22.256999969482422,195.8
2016-09-13,23.28700065612793,193
2016-09-14,24.02899932861328,191.4
2016-09-15,23.764999389648438,192.3
2016-09-16,23.60700035095215,193.1
2016-09-17,23.374000549316406,191.1
2016-09-19,23.086000442504883,193.6
2016-09-20,23.031999588012695,192.9
2016-09-20,23.079999923706055,193.4
2016-09-21,22.885000228881836,192.8
2016-09-22,23.190000534057617,194
2016-09-23,22.902000427246094,193.1
2016-09-24,22.95800018310547,194.7
2016-09-25,22.893999099731445,196.6
2016-09-26,22.84600067138672,196.1
2016-09-27,22.69300079345703,195.3
2016-09-27,22.69300079345703,195.3
2016-09-28,22.048999786376953,197.2
2016-09-29,22.358999252319336,198.3
2016-09-29,22.33099937438965,196.9
2016-09-30,22.552000045776367,196.9
2016-10-05,22.92099952697754,196.2
2016-10-06,23.030000686645508,195.7
2016-10-07,23.343000411987305,195.7
2016-10-08,23.82699966430664,193.8
2016-10-11,23.941999435424805,197.5
2016-10-13,24.22599983215332,196.1
2016-10-14,24.04800033569336,197.3
2016-10-15,24.332000732421875,199.8
2016-10-16,24.549999237060547,198.4
2016-10-17,24.718000411987305,197
2016-10-18,24.413999557495117,198.4
2016-10-22,24.045000076293945,200.7
2016-10-24,24.187000274658203,200.1
2016-10-25,24.277000427246094,197.2
2016-10-26,24.461000442504883,199.1
2016-11-01,24.888999938964844,199.9
2016-11-02,25.070999145507812,197.5
2016-11-03,24.820999145507812,198
2016-11-05,24.957000732421875,198.4
2016-11-06,24.915000915527344,199.4
2016-11-09,25.170000076293945,202.4
2016-11-09,25.61199951171875,201.5
2016-11-11,25.816999435424805,200.8
2016-11-13,26.261999130249023,200.5
2016-11-15,26.249000549316406,202.8
2016-11-17,26.575000762939453,204.2
2016-11-19,26.628999710083008,201.9
2016-12-04,28.759000778198242,205.5
2016-12-04,0,205.5
2016-12-06,26.437000274658203,202
2016-12-07,27.041000366210938,202.3
2016-12-08,26.72800064086914,199.9
2016-12-09,26.527999877929688,198.7
2016-12-10,26.858999252319336,198.7
2016-12-11,26.68000030517578,199.5
2016-12-12,27.07699966430664,197.7
2016-12-13,27.13599967956543,200.4
2016-12-13,27.503999710083008,199.8
2016-12-14,27.482999801635742,200.3
2016-12-15,27.399999618530273,200.3
2016-12-15,27.430999755859375,199.8
2016-12-16,27.715999603271484,201.6
2016-12-17,27.922000885009766,199.5
2016-12-18,27.308000564575195,201.1
2016-12-19,27.07900047302246,202.9
2016-12-21,27.895999908447266,203.1
2016-12-21,0,203.1
2016-12-22,28.599000930786133,202
2016-12-24,28.170000076293945,200
2016-12-25,28.610000610351562,200.7
2016-12-26,28.849000930786133,202
2016-12-26,28.849000930786133,202
2016-12-27,28.711000442504883,201.7
2016-12-28,28.31599998474121,201.1
2016-12-29,28.548999786376953,202.2
2016-12-30,28.406999588012695,201.8
2016-12-31,27.9689998626709,202.1
2017-01-01,28.058000564575195,203.9
2017-01-02,28.24799919128418,202.2
2017-01-03,27.722999572753906,202.8
2017-01-04,28.117000579833984,200.9
2017-01-05,27.759000778198242,199.8
2017-01-06,27.81399917602539,199.8
2017-01-07,26.81100082397461,200.5
2017-01-08,26.309999465942383,199.5
2017-01-09,25.297000885009766,200.4
2017-01-10,26.860000610351562,199.8
2017-01-11,26.636999130249023,197.9
2017-01-12,27.892000198364258,197.7
2017-01-13,27.533000946044922,199.4
2017-01-14,24.868000030517578,201.2
2017-01-15,25.518999099731445,199.5
2017-01-16,26.29199981689453,201.1
2017-01-17,26.18000030517578,199.7
2017-01-18,26.753000259399414,199.9
2017-01-19,26.81999969482422,199.9
2017-01-20,26.756999969482422,198.2
2017-01-21,27.15999984741211,197.4
2017-01-22,26.577999114990234,196.6
2017-01-23,25.20800018310547,196.8
2017-01-24,25.243000030517578,197.4
2017-01-25,24.68000030517578,197.7
2017-01-25,24.68000030517578,197.7
2017-01-26,26.020000457763672,197.4
2017-01-27,23.958999633789062,196.5
2017-01-28,24.867000579833984,194.3
2017-01-29,25.01799964904785,197.1
2017-01-30,24.908000946044922,195.5
2017-01-31,24.9060001373291,195.5
2017-02-01,25.17799949645996,195.1
2017-02-02,25.1560001373291,195.6
2017-02-03,24.843000411987305,194.6
2017-02-04,24.916000366210938,192.9
2017-02-05,25.22599983215332,193.4
2017-02-06,24.924999237060547,194.5
2017-02-07,24.913999557495117,195.3
2017-02-08,23.099000930786133,194.4
2017-02-09,24.672000885009766,191.8
2017-02-10,23.985000610351562,191.6
2017-02-11,23.832000732421875,191.1
2017-02-12,23.56999969482422,189.7
2017-02-13,23.625,189.7
2017-02-14,23.368999481201172,190.9
2017-02-15,23.2810001373291,190.6
2017-02-16,23.461999893188477,192.7
2017-02-17,23.569000244140625,191.2
2017-02-18,23.55900001525879,189.8
2017-02-19,23.562999725341797,190.2
2017-02-20,23.298999786376953,188.7
2017-02-21,23.261999130249023,190
2017-02-22,22.799999237060547,189.3
2017-02-23,23.22599983215332,190
2017-02-24,22.882999420166016,188
2017-02-24,22.882999420166016,188
2017-02-25,23.202999114990234,190.4
2017-02-27,22.96500015258789,193.4
2017-02-28,22.702999114990234,189.8
2017-03-01,22.586000442504883,187.9
2017-03-02,22.108999252319336,189.2
2017-03-03,21.86400032043457,187.3
2017-03-04,22.100000381469727,189.1
2017-03-05,20.83099937438965,191.2
2017-03-06,21.291000366210938,189.6
2017-03-07,21.392000198364258,188.4
2017-03-08,21.39299964904785,189.6
2017-03-09,21.531999588012695,189.3
2017-03-10,21.7189998626709,189.6
2017-03-11,21.611000061035156,189.1
2017-03-12,21.683000564575195,189.1
2017-03-13,21.684999465942383,188.4
2017-03-14,21.809999465942383,187.7
2017-03-15,21.79800033569336,188.2
2017-03-16,21.856000900268555,188.2
2017-03-17,21.95199966430664,189.2
2017-03-19,22.076000213623047,193.5
2017-03-20,21.798999786376953,192.3
2017-03-21,22.077999114990234,190
2017-03-22,22.31100082397461,189.4
2017-03-23,22.25200080871582,190.5
2017-03-24,22.097000122070312,189.8
2017-03-24,22.107999801635742,190.5
2017-03-25,22.02400016784668,191.6
2017-03-26,22.207000732421875,191.2
2017-03-26,22.207000732421875,191.2
2017-03-27,22.11400032043457,192.4
2017-03-28,22.128999710083008,190.8
2017-03-30,21.989999771118164,189.6
2017-03-31,22.02899932861328,190
2017-04-01,22.0049991607666,192.5
2017-04-02,22.211000442504883,192.5
2017-04-03,22.69099998474121,192.9
2017-04-04,22.731000900268555,192.1
2017-04-05,22.777999877929688,189.2
2017-04-06,22.86199951171875,190.2
2017-04-07,22.73200035095215,187.5
2017-04-08,22.825000762939453,187.4
2017-04-09,21.990999221801758,191.1
2017-04-10,21.753999710083008,188
2017-04-11,21.988000869750977,188
2017-04-12,22.604999542236328,186.5
2017-04-13,22.18899917602539,186.7
2017-04-16,23.100000381469727,193.9
2017-04-17,22.704999923706055,194.6
2017-04-18,22.788000106811523,192.3
2017-04-19,23.10300064086914,192.3
2017-04-20,22.7549991607666,191.7
2017-04-21,22.815000534057617,193.1
2017-04-22,23.121000289916992,193.4
2017-04-23,22.927000045776367,194.6
2017-04-24,22.917999267578125,194.4
2017-04-24,22.957000732421875,194.4
2017-04-25,22.93899917602539,193.3
2017-04-25,22.93899917602539,193.3
2017-04-26,22.979999542236328,194.8
2017-04-27,23.035999298095703,193.6
2017-04-29,23.25200080871582,195.4
2017-04-30,23.354999542236328,196.9
2017-05-01,23.607999801635742,197.2
2017-05-01,23.617000579833984,197.2
2017-05-02,23.816999435424805,194.4
2017-05-03,25.201000213623047,195.7
2017-05-04,25.26799964904785,194.2
2017-05-05,24.957000732421875,193.6
2017-05-06,24.356000900268555,198.3
2017-05-07,23.87700080871582,194
2017-05-08,24.079999923706055,193.4
2017-05-09,23.95800018310547,192.9
2017-05-10,23.736000061035156,194.6
2017-05-11,23.485000610351562,191.8
2017-05-12,23.631000518798828,193
2017-05-15,23.493000030517578,193.1
2017-05-16,23.554000854492188,194.4
2017-05-17,23.358999252319336,193.8
2017-05-18,23.04199981689453,192.4
2017-05-19,22.864999771118164,192.9
2017-05-20,22.92799949645996,192.1
2017-05-21,22.83099937438965,191.4
2017-05-22,22.735000610351562,189
2017-05-23,22.63599967956543,191.6
2017-05-24,22.66200065612793,192.5
2017-05-25,22.719999313354492,193.9
2017-05-25,22.719999313354492,193.9
2017-05-26,22.62700080871582,192.7
2017-05-27,22.535999298095703,191.4
2017-05-28,22.197999954223633,196.5
2017-05-30,21.875,192.3
2017-05-31,22.209999084472656,192.3
2017-06-01,22.361000061035156,191
2017-06-02,22.639999389648438,192.2
2017-06-03,22.572999954223633,191.4
2017-06-04,21.02199935913086,191.6
2017-06-05,21.283000946044922,190.5
2017-06-06,21.472999572753906,191
2017-06-07,22.21299934387207,190.6
2017-06-08,22.591999053955078,189.8
2017-06-09,22.68600082397461,190.1
2017-06-10,22.797000885009766,189.6
2017-06-11,23.312000274658203,189.4
2017-06-12,22.944000244140625,188.4
2017-06-13,22.920000076293945,190.2
2017-06-14,22.909000396728516,190.5
2017-06-15,22.82200050354004,191
2017-06-16,22.85099983215332,190.7
2017-06-17,23.023000717163086,188.8
2017-06-18,22.94300079345703,191.6
2017-06-19,22.801000595092773,189.8
2017-06-20,23.527999877929688,188.1
2017-06-21,23.7450008392334,187.4
2017-06-22,23.52199935913086,184.5
2017-06-24,23.038000106811523,187.2
2017-06-24,23.038000106811523,187.2
2017-06-25,22.507999420166016,188.6
2017-06-26,22.253000259399414,187.7
2017-06-27,22.257999420166016,185.6
2017-06-28,22.225000381469727,183.6
2017-07-01,22.195999145507812,187.8
2017-07-02,22.579999923706055,189.5
2017-07-03,22.474000930786133,186.7
2017-07-04,22.375999450683594,186.7
2017-07-13,22.302000045776367,188
2017-07-17,22.232999801635742,189
2017-07-18,22.232999801635742,189.5
2017-07-19,22.083999633789062,187.7
2017-07-24,22.57200050354004,188.6
2017-07-24,22.57200050354004,188.6
2017-07-25,22.784000396728516,189.9
2017-07-28,22.621000289916992,189.9
2017-08-06,22.611000061035156,190.6
2017-08-07,22.635000228881836,190
2017-08-08,22.718000411987305,189.8
2017-08-17,22.639999389648438,188.7
2017-08-18,22.55699920654297,190.2
2017-08-19,22.5310001373291,187.5
2017-08-20,21.520000457763672,185.9
2017-08-21,21.003000259399414,188.2
2017-08-22,21.44300079345703,186.9
2017-08-23,21.809999465942383,187.7
2017-08-23,21.809999465942383,187.7
2017-08-24,21.851999282836914,187.7
2017-08-25,22.628999710083008,189.1
2017-08-27,22.496999740600586,190.6
2017-08-29,22.44499969482422,186
2017-08-30,23.275999069213867,186.3
2017-08-30,23.266000747680664,186.3
2017-08-31,23.368000030517578,185.9
2017-09-01,23.26799964904785,185
2017-09-01,0,185
2017-09-01,23.152999877929688,185.6
2017-09-02,23.266000747680664,184.7
2017-09-04,23.052000045776367,187.7
2017-09-05,22.884000778198242,183.9
2017-09-06,23.076000213623047,184.9
2017-09-07,22.608999252319336,186.3
2017-09-08,22.371999740600586,185.1
2017-09-10,22.378000259399414,184.7
2017-09-11,22.41699981689453,184.8
2017-09-12,22.434999465942383,184.5
2017-09-13,22.27899932861328,183.8
2017-09-14,22.232999801635742,183.8
2017-09-15,22.256999969482422,182.9
2017-09-16,21.944000244140625,186.2
2017-09-17,21.273000717163086,188.2
2017-09-18,21.791000366210938,183.6
2017-09-19,22.281999588012695,185.2
2017-09-21,22.35300064086914,184.6
2017-09-22,22.235000610351562,186.1
2017-09-22,22.235000610351562,186.1
2017-09-23,22.073999404907227,185.6
2017-09-25,22.10700035095215,191.3
2017-09-26,22.474000930786133,189.3
2017-09-27,22.415000915527344,190.6
2017-10-02,22.496999740600586,192.9
2017-10-09,23.197999954223633,194.5
2017-10-16,23.941999435424805,195
2017-10-21,23.961000442504883,194.9
2017-10-22,24.04400062561035,197.3
2017-10-22,24.04400062561035,197.3
2017-10-24,23.94499969482422,195.9
2017-10-25,24.132999420166016,193.5
2017-10-26,24.25,195.1
2017-10-27,24.232999801635742,196.8
2017-11-02,23.902999877929688,198.6
2017-11-05,24.2189998626709,200.7
2017-11-06,24.48900032043457,200
2017-11-07,25.246999740600586,199.2
2017-11-08,25.349000930786133,198.8
2017-11-10,25.586000442504883,197.3
2017-11-11,25.547000885009766,198.1
2017-11-13,25.930999755859375,199.9
2017-11-14,26.236000061035156,196.8
2017-11-15,27.209999084472656,199.3
2017-11-16,26.95400047302246,198.3
2017-11-17,27.027000427246094,195.9
2017-11-18,27.195999145507812,198.3
2017-11-19,28.062999725341797,199
2017-11-20,27.85700035095215,201.3
2017-11-29,27.385000228881836,202.3
2017-11-29,27.243000030517578,201.9
2017-11-30,27.333999633789062,203.2
2017-12-01,27.507999420166016,199.6
2017-12-02,27.78499984741211,200.9
2017-12-03,27.8439998626709,201.8
2017-12-04,27.551000595092773,204.3
2017-12-07,27.452999114990234,201.1
2017-12-08,27.753000259399414,200
2017-12-08,28.136999130249023,199.4
2017-12-09,27.749000549316406,201.3
2017-12-11,27.452999114990234,200.1
2017-12-12,27.743999481201172,199.4
2017-12-14,27.902000427246094,202.9
2017-12-15,28.292999267578125,202
2017-12-16,27.86199951171875,202.2
2017-12-19,27.8799991607666,205.8
2017-12-20,27.58300018310547,205.8
