Date,Workout Name,Exercise Name,Set Order,lb,Reps,mi,Seconds
2017-05-09 16:01:44,"531B","Clean",7,115.0,5,0.0,0
2017-05-09 16:01:44,"531B","Clean",8,95.0,5,0.0,0
2017-05-09 16:01:44,"531B","Clean",9,95.0,5,0.0,0
2017-05-09 16:01:44,"531B","Clean",10,95.0,5,0.0,0
2017-05-11 12:07:40,"531C","Bench Press",1,130.0,5,0.0,0
2017-05-11 12:07:40,"531C","Bench Press",2,150.0,5,0.0,0
2017-05-11 12:07:40,"531C","Bench Press",3,170.0,10,0.0,0
2017-05-11 12:07:40,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-05-11 12:07:40,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-05-11 12:07:40,"531C","Incline Bench DB",3,55.0,5,0.0,0
2017-05-11 12:07:40,"531C","Incline Bench DB",4,45.0,10,0.0,0
2017-05-11 12:07:40,"531C","Incline Bench DB",5,45.0,8,0.0,0
2017-05-12 16:04:36,"531D","Squat",1,145.0,5,0.0,0
2017-05-12 16:04:36,"531D","Squat",2,165.0,5,0.0,0
2017-05-12 16:04:36,"531D","Squat",3,185.0,11,0.0,0
2017-05-12 16:04:36,"531D","Front Squat",1,110.0,10,0.0,0
2017-05-12 16:04:36,"531D","Front Squat",2,110.0,10,0.0,0
2017-05-12 16:04:36,"531D","Front Squat",3,110.0,10,0.0,0
2017-05-12 16:04:36,"531D","Front Squat",4,110.0,10,0.0,0
2017-05-12 16:04:36,"531D","Front Squat",5,110.0,10,0.0,0
2017-05-15 16:08:54,"531A","Military Press",1,90.0,3,0.0,0
2017-05-15 16:08:54,"531A","Military Press",2,100.0,3,0.0,0
2017-05-15 16:08:54,"531A","Military Press",3,115.0,6,0.0,0
2017-05-15 16:08:54,"531A","Incline Bench Press",1,45.0,10,0.0,0
2017-05-15 16:08:54,"531A","Incline Bench Press",2,95.0,10,0.0,0
2017-05-15 16:08:54,"531A","Incline Bench Press",3,115.0,10,0.0,0
2017-05-15 16:08:54,"531A","Incline Bench Press",4,115.0,7,0.0,0
2017-05-15 16:08:54,"531A","Incline Bench Press",5,115.0,6,0.0,0
2017-05-15 16:08:54,"531A","Lat Pulldown",1,100.0,10,0.0,0
2017-05-15 16:08:54,"531A","Lat Pulldown",2,105.0,10,0.0,0
2017-05-15 16:08:54,"531A","Lat Pulldown",3,105.0,10,0.0,0
2017-05-15 16:08:54,"531A","Lat Pulldown",4,105.0,10,0.0,0
2017-05-15 16:08:54,"531A","Lat Pulldown",5,105.0,10,0.0,0
2017-05-16 15:57:25,"531B","Deadlift",1,215.0,3,0.0,0
2017-05-16 15:57:25,"531B","Deadlift",2,250.0,3,0.0,0
2017-05-16 15:57:25,"531B","Deadlift",3,280.0,6,0.0,0
2017-05-16 15:57:25,"531B","Deadlift",4,300.0,2,0.0,0
2017-05-16 15:57:25,"531B","Deadlift",5,315.0,1,0.0,0
2017-05-16 15:57:25,"531B","Clean",1,95.0,5,0.0,0
2017-05-16 15:57:25,"531B","Clean",2,95.0,5,0.0,0
2017-05-16 15:57:25,"531B","Clean",3,95.0,5,0.0,0
2017-05-16 15:57:25,"531B","Clean",4,95.0,5,0.0,0
2017-05-16 15:57:25,"531B","Clean",5,115.0,3,0.0,0
2017-05-16 15:57:25,"531B","Clean",6,115.0,3,0.0,0
2017-05-16 15:57:25,"531B","Clean",7,115.0,3,0.0,0
2017-05-16 15:57:25,"531B","Clean",8,115.0,5,0.0,0
2017-05-16 15:57:25,"531B","Clean",9,115.0,5,0.0,0
2017-05-16 15:57:25,"531B","Clean",10,115.0,4,0.0,0
2017-05-19 16:01:44,"531D","Squat",1,155.0,3,0.0,0
2017-05-19 16:01:44,"531D","Squat",2,175.0,3,0.0,0
2017-05-19 16:01:44,"531D","Squat",3,200.0,6,0.0,0
2017-05-19 16:01:44,"531D","Squat",4,205.0,3,0.0,0
2017-05-19 16:01:44,"531D","Squat",5,225.0,2,0.0,0
2017-05-19 16:01:44,"531D","Front Squat",1,110.0,10,0.0,0
2017-05-19 16:01:44,"531D","Front Squat",2,110.0,10,0.0,0
2017-05-19 16:01:44,"531D","Front Squat",3,110.0,10,0.0,0
2017-05-19 16:01:44,"531D","Front Squat",4,110.0,10,0.0,0
2017-05-19 16:01:44,"531D","Front Squat",5,110.0,10,0.0,0
2017-05-20 15:52:31,"531C","Bench Press",1,140.0,3,0.0,0
2017-05-20 15:52:31,"531C","Bench Press",2,160.0,3,0.0,0
2017-05-20 15:52:31,"531C","Bench Press",3,180.0,6,0.0,0
2017-05-20 15:52:31,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-05-20 15:52:31,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-05-20 15:52:31,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-05-20 15:52:31,"531C","Incline Bench DB",4,50.0,10,0.0,0
2017-05-20 15:52:31,"531C","Incline Bench DB",5,50.0,10,0.0,0
2017-05-20 15:52:31,"531C","Kroc Row",1,50.0,3,0.0,0
2017-05-20 15:52:31,"531C","Cable Row",1,60.0,12,0.0,0
2017-05-20 15:52:31,"531C","Cable Row",2,70.0,12,0.0,0
2017-05-20 15:52:31,"531C","Cable Row",3,80.0,12,0.0,0
2017-05-20 15:52:31,"531C","DB Pullover",1,35.0,12,0.0,0
2017-05-20 15:52:31,"531C","DB Pullover",2,35.0,12,0.0,0
2017-05-20 15:52:31,"531C","DB Pullover",3,35.0,12,0.0,0
2017-05-22 16:10:13,"531A","Military Press",1,95.0,5,0.0,0
2017-05-22 16:10:13,"531A","Military Press",2,105.0,3,0.0,0
2017-05-22 16:10:13,"531A","Military Press",3,120.0,3,0.0,0
2017-05-22 16:10:13,"531A","Lat Pulldown",1,105.0,10,0.0,0
2017-05-22 16:10:13,"531A","Lat Pulldown",2,105.0,10,0.0,0
2017-05-22 16:10:13,"531A","Lat Pulldown",3,105.0,10,0.0,0
2017-05-22 16:10:13,"531A","Lat Pulldown",4,105.0,10,0.0,0
2017-05-22 16:10:13,"531A","Lat Pulldown",5,105.0,10,0.0,0
2017-05-22 16:10:13,"531A","Incline Bench Press",1,45.0,10,0.0,0
2017-05-22 16:10:13,"531A","Incline Bench Press",2,95.0,10,0.0,0
2017-05-22 16:10:13,"531A","Incline Bench Press",3,115.0,10,0.0,0
2017-05-22 16:10:13,"531A","Incline Bench Press",4,115.0,10,0.0,0
2017-05-22 16:10:13,"531A","Incline Bench Press",5,115.0,10,0.0,0
2017-05-22 16:10:13,"531A","Plate Haloes",1,0.0,10,0.0,0
2017-05-22 16:10:13,"531A","Plate Haloes",2,0.0,10,0.0,0
2017-05-22 16:10:13,"531A","Plate Haloes",3,0.0,10,0.0,0
2017-05-23 16:01:26,"531B","Deadlift",1,235.0,5,0.0,0
2017-05-23 16:01:26,"531B","Deadlift",2,265.0,3,0.0,0
2017-05-23 16:01:26,"531B","Deadlift",3,295.0,3,0.0,0
2017-05-23 16:01:26,"531B","Clean",1,135.0,3,0.0,0
2017-05-23 16:01:26,"531B","Deadlift",1,235.0,5,0.0,0
2017-05-23 16:01:26,"531B","Deadlift",2,265.0,3,0.0,0
2017-05-23 16:01:26,"531B","Deadlift",3,295.0,3,0.0,0
2017-05-23 16:01:26,"531B","Clean",1,135.0,3,0.0,0
2017-05-26 15:52:08,"531D","Squat",1,165.0,5,0.0,0
2017-05-26 15:52:08,"531D","Squat",2,185.0,3,0.0,0
2017-05-26 15:52:08,"531D","Squat",3,210.0,3,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",1,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",2,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",3,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",4,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",5,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Squat",1,165.0,5,0.0,0
2017-05-26 15:52:08,"531D","Squat",2,185.0,3,0.0,0
2017-05-26 15:52:08,"531D","Squat",3,210.0,3,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",1,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",2,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",3,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",4,110.0,10,0.0,0
2017-05-26 15:52:08,"531D","Front Squat",5,110.0,10,0.0,0
2017-05-30 16:11:09,"531B","Deadlift",1,185.0,5,0.0,0
2017-05-30 16:11:09,"531B","Deadlift",2,160.0,5,0.0,0
2017-05-30 16:11:09,"531B","Deadlift",3,160.0,5,0.0,0
2017-05-30 16:11:09,"531B","Clean",1,135.0,3,0.0,0
2017-05-30 16:11:09,"531B","Clean",2,135.0,3,0.0,0
2017-05-30 16:11:09,"531B","Clean",3,135.0,3,0.0,0
2017-06-01 16:27:59,"531C","Bench Press",1,135.0,5,0.0,0
2017-06-01 16:27:59,"531C","Bench Press",2,135.0,5,0.0,0
2017-06-01 16:27:59,"531C","Bench Press",3,135.0,5,0.0,0
2017-06-01 16:27:59,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-06-01 16:27:59,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-06-01 16:27:59,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-06-01 16:27:59,"531C","Incline Bench DB",4,55.0,10,0.0,0
2017-06-01 16:27:59,"531C","Incline Bench DB",5,55.0,5,0.0,0
2017-06-01 16:27:59,"531C","Kroc Row",1,55.0,28,0.0,0
2017-06-01 16:27:59,"531C","Cable Row",1,60.0,12,0.0,0
2017-06-01 16:27:59,"531C","Cable Row",2,70.0,12,0.0,0
2017-06-01 16:27:59,"531C","Cable Row",3,80.0,12,0.0,0
2017-06-02 16:19:41,"531D","Squat",1,135.0,5,0.0,0
2017-06-02 16:19:41,"531D","Squat",2,135.0,5,0.0,0
2017-06-02 16:19:41,"531D","Squat",3,185.0,5,0.0,0
2017-06-02 16:19:41,"531D","Front Squat",1,135.0,8,0.0,0
2017-06-02 16:19:41,"531D","Front Squat",2,135.0,8,0.0,0
2017-06-02 16:19:41,"531D","Front Squat",3,135.0,8,0.0,0
2017-06-02 16:19:41,"531D","Front Squat",4,135.0,8,0.0,0
2017-06-02 16:19:41,"531D","Front Squat",5,135.0,8,0.0,0
2017-06-05 12:53:12,"531A","Military Press",1,85.0,5,0.0,0
2017-06-05 12:53:12,"531A","Military Press",2,95.0,5,0.0,0
2017-06-05 12:53:12,"531A","Military Press",3,110.0,8,0.0,0
2017-06-05 12:53:12,"531A","Lat Pulldown",1,90.0,10,0.0,0
2017-06-05 12:53:12,"531A","Lat Pulldown",2,105.0,10,0.0,0
2017-06-05 12:53:12,"531A","Lat Pulldown",3,105.0,10,0.0,0
2017-06-05 12:53:12,"531A","Lat Pulldown",4,105.0,10,0.0,0
2017-06-05 12:53:12,"531A","Lat Pulldown",5,105.0,10,0.0,0
2017-06-05 12:53:12,"531A","Incline Bench Press",1,115.0,10,0.0,0
2017-06-05 12:53:12,"531A","Incline Bench Press",2,115.0,10,0.0,0
2017-06-05 12:53:12,"531A","Incline Bench Press",3,115.0,10,0.0,0
2017-06-05 12:53:12,"531A","Incline Bench Press",4,115.0,10,0.0,0
2017-06-05 12:53:12,"531A","Incline Bench Press",5,115.0,10,0.0,0
2017-06-06 16:07:29,"531B","Deadlift",1,205.0,5,0.0,0
2017-06-06 16:07:29,"531B","Deadlift",2,235.0,5,0.0,0
2017-06-06 16:07:29,"531B","Deadlift",3,270.0,7,0.0,0
2017-06-06 16:07:29,"531B","Clean",1,165.0,1,0.0,0
2017-06-06 16:07:29,"531B","Deadlift",1,205.0,5,0.0,0
2017-06-06 16:07:29,"531B","Deadlift",2,235.0,5,0.0,0
2017-06-06 16:07:29,"531B","Deadlift",3,270.0,7,0.0,0
2017-06-06 16:07:29,"531B","Clean",1,165.0,1,0.0,0
2017-06-08 13:58:28,"531C","Bench Press",1,135.0,5,0.0,0
2017-06-08 13:58:28,"531C","Bench Press",2,155.0,5,0.0,0
2017-06-08 13:58:28,"531C","Bench Press",3,175.0,5,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",4,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",5,55.0,7,0.0,0
2017-06-08 13:58:28,"531C","Cable Row",1,80.0,12,0.0,0
2017-06-08 13:58:28,"531C","Cable Row",2,90.0,12,0.0,0
2017-06-08 13:58:28,"531C","Cable Row",3,90.0,12,0.0,0
2017-06-08 13:58:28,"531C","DB Pullover",1,30.0,12,0.0,0
2017-06-08 13:58:28,"531C","DB Pullover",2,30.0,12,0.0,0
2017-06-08 13:58:28,"531C","DB Pullover",3,30.0,12,0.0,0
2017-06-08 13:58:28,"531C","Bench Press",1,135.0,5,0.0,0
2017-06-08 13:58:28,"531C","Bench Press",2,155.0,5,0.0,0
2017-06-08 13:58:28,"531C","Bench Press",3,175.0,5,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",4,55.0,10,0.0,0
2017-06-08 13:58:28,"531C","Incline Bench DB",5,55.0,7,0.0,0
2017-06-08 13:58:28,"531C","Cable Row",1,80.0,12,0.0,0
2017-06-08 13:58:28,"531C","Cable Row",2,90.0,12,0.0,0
2017-06-08 13:58:28,"531C","Cable Row",3,90.0,12,0.0,0
2017-06-08 13:58:28,"531C","DB Pullover",1,30.0,12,0.0,0
2017-06-08 13:58:28,"531C","DB Pullover",2,30.0,12,0.0,0
2017-06-08 13:58:28,"531C","DB Pullover",3,30.0,12,0.0,0
2017-06-09 15:51:57,"531D","Squat",1,145.0,5,0.0,0
2017-06-09 15:51:57,"531D","Squat",2,170.0,5,0.0,0
2017-06-09 15:51:57,"531D","Squat",3,190.0,10,0.0,0
2017-06-09 15:51:57,"531D","Front Squat",1,135.0,8,0.0,0
2017-06-09 15:51:57,"531D","Front Squat",2,135.0,8,0.0,0
2017-06-09 15:51:57,"531D","Front Squat",3,135.0,8,0.0,0
2017-06-09 15:51:57,"531D","Front Squat",4,135.0,8,0.0,0
2017-06-12 15:20:02,"531A","Military Press",1,90.0,5,0.0,0
2017-06-12 15:20:02,"531A","Military Press",2,100.0,5,0.0,0
2017-06-12 15:20:02,"531A","Military Press",3,115.0,4,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",1,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",2,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",3,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",4,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",5,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",1,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",2,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",3,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",4,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",5,115.0,8,0.0,0
2017-06-12 15:20:02,"531A","Military Press",1,90.0,5,0.0,0
2017-06-12 15:20:02,"531A","Military Press",2,100.0,5,0.0,0
2017-06-12 15:20:02,"531A","Military Press",3,115.0,4,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",1,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",2,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",3,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",4,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Lat Pulldown",5,105.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",1,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",2,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",3,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",4,115.0,10,0.0,0
2017-06-12 15:20:02,"531A","Incline Bench Press",5,115.0,8,0.0,0
2017-06-13 16:03:15,"531B","Deadlift",1,220.0,5,0.0,0
2017-06-13 16:03:15,"531B","Deadlift",2,250.0,5,0.0,0
2017-06-13 16:03:15,"531B","Deadlift",3,285.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",1,145.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",2,165.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",3,185.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",4,185.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",5,185.0,5,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",4,55.0,9,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",5,55.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",1,145.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",2,165.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",3,185.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",4,185.0,5,0.0,0
2017-06-15 20:04:13,"531C","Bench Press",5,185.0,5,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",1,55.0,10,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",2,55.0,10,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",3,55.0,10,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",4,55.0,9,0.0,0
2017-06-15 20:04:13,"531C","Incline Bench DB",5,55.0,5,0.0,0
2017-06-16 15:46:30,"531D","Squat",1,160.0,5,0.0,0
2017-06-16 15:46:30,"531D","Squat",2,180.0,5,0.0,0
2017-06-16 15:46:30,"531D","Squat",3,205.0,5,0.0,0
2017-06-16 15:46:30,"531D","Squat",4,205.0,5,0.0,0
2017-06-16 15:46:30,"531D","Squat",5,205.0,5,0.0,0
2017-06-16 15:46:30,"531D","Front Squat",1,135.0,8,0.0,0
2017-06-16 15:46:30,"531D","Front Squat",2,135.0,4,0.0,0
2017-06-19 16:02:54,"531A","Military Press",1,90.0,5,0.0,0
2017-06-19 16:02:54,"531A","Military Press",2,100.0,5,0.0,0
2017-06-19 16:02:54,"531A","Military Press",3,115.0,5,0.0,0
2017-06-19 16:02:54,"531A","Military Press",4,115.0,3,0.0,0
2017-06-19 16:02:54,"531A","Military Press",5,115.0,2,0.0,0
2017-06-19 16:02:54,"531A","Incline Bench DB",1,55.0,10,0.0,0
2017-06-19 16:02:54,"531A","Incline Bench DB",2,55.0,10,0.0,0
2017-06-19 16:02:54,"531A","Incline Bench DB",3,55.0,10,0.0,0
2017-06-20 16:02:06,"531B","Deadlift",1,225.0,5,0.0,0
2017-06-20 16:02:06,"531B","Deadlift",2,255.0,5,0.0,0
2017-06-20 16:02:06,"531B","Deadlift",3,285.0,5,0.0,0
2017-06-20 16:02:06,"531B","Deadlift",4,305.0,2,0.0,0
2017-06-20 16:02:06,"531B","Deadlift",5,325.0,1,0.0,0
2017-06-22 15:56:28,"531C","Bench Press",1,145.0,5,0.0,0
2017-06-22 15:56:28,"531C","Bench Press",2,165.0,5,0.0,0
2017-06-22 15:56:28,"531C","Incline Bench DB",1,60.0,10,0.0,0
2017-06-22 15:56:28,"531C","Incline Bench DB",2,60.0,10,0.0,0
2017-06-22 15:56:28,"531C","Incline Bench DB",3,60.0,10,0.0,0
2017-06-22 15:56:28,"531C","Bench Press",1,145.0,5,0.0,0
2017-06-22 15:56:28,"531C","Bench Press",2,165.0,5,0.0,0
2017-06-22 15:56:28,"531C","Incline Bench DB",1,60.0,10,0.0,0
2017-06-22 15:56:28,"531C","Incline Bench DB",2,60.0,10,0.0,0
2017-06-22 15:56:28,"531C","Incline Bench DB",3,60.0,10,0.0,0
2017-06-23 15:54:58,"531D","Squat",1,155.0,3,0.0,0
2017-06-23 15:54:58,"531D","Squat",2,175.0,3,0.0,0
2017-06-23 15:54:58,"531D","Squat",3,205.0,3,0.0,0
2017-06-23 15:54:58,"531D","Squat",4,225.0,2,0.0,0
2017-06-23 15:54:58,"531D","Front Squat",1,135.0,5,0.0,0
2017-06-23 15:54:58,"531D","Front Squat",2,135.0,8,0.0,0
2017-06-23 15:54:58,"531D","Front Squat",3,135.0,8,0.0,0
2017-06-23 15:54:58,"531D","Front Squat",4,135.0,8,0.0,0
2017-06-26 15:37:37,"531A","Military Press",1,95.0,5,0.0,0
2017-06-26 15:37:37,"531A","Military Press",2,105.0,3,0.0,0
2017-06-26 15:37:37,"531A","Military Press",3,120.0,3,0.0,0
2017-06-26 15:37:37,"531A","Military Press",4,125.0,2,0.0,0
2017-06-26 15:37:37,"531A","Chest Dip",1,0.0,12,0.0,0
2017-06-26 15:37:37,"531A","Chest Dip",2,0.0,12,0.0,0
2017-06-26 15:37:37,"531A","Chest Dip",3,0.0,12,0.0,0
2017-06-26 15:37:37,"531A","Pull Up",1,0.0,5,0.0,0
2017-06-26 15:37:37,"531A","Pull Up",2,0.0,5,0.0,0
2017-06-26 15:37:37,"531A","Pull Up",3,0.0,5,0.0,0
2017-06-27 16:02:50,"531B","Deadlift",1,235.0,5,0.0,0
2017-06-27 16:02:50,"531B","Deadlift",2,265.0,3,0.0,0
2017-06-27 16:02:50,"531B","Deadlift",3,295.0,3,0.0,0
2017-06-27 16:02:50,"531B","Clean",1,155.0,1,0.0,0
2017-06-29 15:52:11,"531C","Bench Press",1,155.0,5,0.0,0
2017-06-29 15:52:11,"531C","Bench Press",2,175.0,3,0.0,0
2017-06-29 15:52:11,"531C","Bench Press",3,195.0,2,0.0,0
2017-06-29 15:52:11,"531C","Incline Bench DB",1,60.0,10,0.0,0
2017-06-29 15:52:11,"531C","Incline Bench DB",2,60.0,10,0.0,0
2017-06-29 15:52:11,"531C","Incline Bench DB",3,60.0,10,0.0,0
2017-06-30 16:02:28,"531D","Squat",1,170.0,5,0.0,0
2017-06-30 16:02:28,"531D","Squat",2,190.0,3,0.0,0
2017-06-30 16:02:28,"531D","Squat",3,215.0,3,0.0,0
2017-06-30 16:02:28,"531D","Front Squat",1,135.0,8,0.0,0
2017-06-30 16:02:28,"531D","Front Squat",2,135.0,8,0.0,0
2017-06-30 16:02:28,"531D","Front Squat",3,135.0,8,0.0,0
2017-07-03 15:35:30,"531A","Military Press",1,85.0,5,0.0,0
2017-07-03 15:35:30,"531A","Military Press",2,95.0,5,0.0,0
2017-07-03 15:35:30,"531A","Military Press",3,110.0,6,0.0,0
2017-07-03 15:35:30,"531A","Chest Dip",1,0.0,12,0.0,0
2017-07-03 15:35:30,"531A","Chest Dip",2,0.0,12,0.0,0
2017-07-03 15:35:30,"531A","Chest Dip",3,0.0,8,0.0,0
2017-07-03 15:35:30,"531A","Pull Up",1,0.0,6,0.0,0
2017-07-03 15:35:30,"531A","Pull Up",2,0.0,5,0.0,0
2017-07-03 15:35:30,"531A","Pull Up",3,0.0,3,0.0,0
2017-07-13 14:51:56,"531C","Bench Press",1,135.0,5,0.0,0
2017-07-13 14:51:56,"531C","Bench Press",2,155.0,5,0.0,0
2017-07-13 14:51:56,"531C","Bench Press",3,175.0,6,0.0,0
2017-07-13 14:51:56,"531C","Incline Bench DB",1,65.0,8,0.0,0
2017-07-13 14:51:56,"531C","Incline Bench DB",2,60.0,10,0.0,0
2017-07-13 14:51:56,"531C","Incline Bench DB",3,60.0,8,0.0,0
2017-07-13 14:51:56,"531C","Pull Up",1,0.0,5,0.0,0
2017-07-13 14:51:56,"531C","Pull Up",2,0.0,4,0.0,0
2017-07-13 14:51:56,"531C","Pull Up",3,0.0,4,0.0,0
2017-07-14 16:13:15,"531D","Squat",1,145.0,5,0.0,0
2017-07-14 16:13:15,"531D","Squat",2,170.0,5,0.0,0
2017-07-14 16:13:15,"531D","Squat",3,190.0,5,0.0,0
2017-07-14 16:13:15,"531D","Front Squat",1,135.0,5,0.0,0
2017-07-14 16:13:15,"531D","Front Squat",2,135.0,4,0.0,0
2017-07-14 16:13:15,"531D","Front Squat",3,135.0,5,0.0,0
2017-07-20 16:21:13,"531C","Bench Press",1,135.0,5,0.0,0
2017-07-20 16:21:13,"531C","Bench Press",2,155.0,5,0.0,0
2017-07-20 16:21:13,"531C","Bench Press",3,175.0,6,0.0,0
2017-07-21 16:37:21,"TSB","Squat",1,160.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Squat",2,160.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Squat",3,160.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Squat",4,185.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Squat",5,205.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Bench Press",1,145.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Bench Press",2,145.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Bench Press",3,145.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Deadlift",1,225.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Deadlift",2,225.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Deadlift",3,225.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Squat",1,160.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Squat",2,160.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Squat",3,160.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Squat",4,185.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Squat",5,205.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Bench Press",1,145.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Bench Press",2,145.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Bench Press",3,145.0,5,0.0,0
2017-07-21 16:37:21,"TSB","Deadlift",1,225.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Deadlift",2,225.0,3,0.0,0
2017-07-21 16:37:21,"TSB","Deadlift",3,225.0,3,0.0,0
2017-07-24 12:18:43,"TSA","Squat",1,160.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Squat",2,160.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Squat",3,160.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Squat",4,160.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Bench Press",1,145.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Bench Press",2,145.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Bench Press",3,145.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Bench Press",4,145.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Pull Up",1,0.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Pull Up",2,0.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Pull Up",3,0.0,5,0.0,0
2017-07-24 12:18:43,"TSA","Pull Up",4,0.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Squat",1,160.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Squat",2,160.0,5,0.0,0
2017-07-29 17:43:04,"TSA","Squat",3,160.0,5,0.0,0
